"ID"	"Order"	"Family"	"Species"	"Longitude"	"Latitude"
4878	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
4879	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4880	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.501278	4.461
4881	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
4882	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.501278	4.461
4883	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4884	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
4885	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.480528	4.45175
4886	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
4887	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
4888	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4889	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
4890	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.501278	4.461
4891	"Carnivora"	"Mustelidae"	"Mustela frenata"	-75.480528	4.45175
4892	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
4893	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
4894	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.480528	4.45175
4895	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
4896	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4897	"Rodentia"	"Cricetidae"	"Nephelomys pectoralis"	-75.480528	4.45175
4898	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
4899	"Carnivora"	"Canidae"	"Cerdocyon thous"	-75.495361	4.469028
4900	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4901	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4902	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4903	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
4904	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
4905	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4906	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4907	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.501278	4.461
4908	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
4909	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
4910	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
4911	"Lagomorpha"	"Leporidae"	"Sylvilagus brasiliensis"	-75.495361	4.469028
4912	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
4913	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
4914	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
4915	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
4916	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.501278	4.461
4917	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4918	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
4919	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.501278	4.461
4920	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.495361	4.469028
4921	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.495361	4.469028
4922	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.480528	4.45175
4923	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4924	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
4925	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
4926	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.495361	4.469028
4927	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
4928	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4929	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.501278	4.461
4930	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
4931	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
4932	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
4933	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.501278	4.461
4934	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4935	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4936	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4937	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
4938	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4939	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4940	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
4941	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4942	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
4943	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.480528	4.45175
4944	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4945	"Carnivora"	"Felidae"	"Leopardus tigrinus"	-75.495361	4.469028
4946	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4947	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4948	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.501278	4.461
4949	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
4950	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4951	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.495361	4.469028
4952	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
4953	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4954	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.480528	4.45175
4955	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.501278	4.461
4956	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
4957	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4958	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
4959	"Chiroptera"	"Phyllostomidae"	"Anoura geoffroyi"	-75.480528	4.45175
4960	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.501278	4.461
4961	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4962	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4963	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
4964	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4965	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
4966	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.480528	4.45175
4967	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
4968	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4969	"Chiroptera"	"Phyllostomidae"	"Anoura geoffroyi"	-75.480528	4.45175
4970	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.495361	4.469028
4971	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4972	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
4973	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
4974	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
4975	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4976	"Carnivora"	"Mustelidae"	"Mustela frenata"	-75.480528	4.45175
4977	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4978	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
4979	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
4980	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
4981	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
4982	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4983	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
4984	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4985	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
4986	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
4987	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.495361	4.469028
4988	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
4989	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4990	"Chiroptera"	"Phyllostomidae"	"Sturnira aratathomasi"	-75.480528	4.45175
4991	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
4992	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
4993	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
4994	"Rodentia"	"Cricetidae"	"Nephelomys pectoralis"	-75.480528	4.45175
4995	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
4996	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
4997	"Rodentia"	"Sciuridae"	"Sciurus"	-75.495361	4.469028
4998	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
4999	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5000	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5001	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
5002	"Chiroptera"	"Phyllostomidae"	"Sturnira aratathomasi"	-75.501278	4.461
5003	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
5004	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5005	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
5006	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
5007	"Chiroptera"	"Phyllostomidae"	"Carollia"	-75.480528	4.45175
5008	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
5009	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5010	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.480528	4.45175
5011	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
5012	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5013	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5014	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
5015	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5016	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5017	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
5018	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5019	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
5020	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5021	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.480528	4.45175
5022	"Carnivora"	"Felidae"	"Leopardus tigrinus"	-75.480528	4.45175
5023	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5024	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5025	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5026	"Paucituberculata"	"Caenolestidae"	"Caenolestes fuliginosus"	-75.495361	4.469028
5027	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5028	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5029	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5030	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5031	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5032	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5033	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5034	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5035	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5036	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
5037	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.480528	4.45175
5038	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.480528	4.45175
5039	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5040	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5041	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5042	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5043	"Carnivora"	"Felidae"	"Leopardus tigrinus"	-75.480528	4.45175
5044	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
5045	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5046	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5047	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
5048	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5049	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.480528	4.45175
5050	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5051	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5052	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
5053	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5054	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
5055	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5056	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5057	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.480528	4.45175
5058	"Carnivora"	"Mustelidae"	"Mustela frenata"	-75.495361	4.469028
5059	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.501278	4.461
5060	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5061	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.480528	4.45175
5062	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5063	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5064	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.480528	4.45175
5065	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5066	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5067	"Chiroptera"	"Vespertilionidae"	"Myotis"	-75.495361	4.469028
5068	"Chiroptera"	"Vespertilionidae"	"Myotis"	-75.495361	4.469028
5069	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5070	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.480528	4.45175
5071	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5072	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5073	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5074	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5075	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.480528	4.45175
5076	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5077	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5078	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5079	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.480528	4.45175
5080	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5081	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5082	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.480528	4.45175
5083	"Pilosa"	"Megalonychidae"	"Choloepus hoffmanni"	-75.480528	4.45175
5084	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5085	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5086	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5087	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5088	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5089	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5090	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.480528	4.45175
5091	"Rodentia"	"Sciuridae"	"Sciurus"	-75.495361	4.469028
5092	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.480528	4.45175
5093	"Chiroptera"	"Phyllostomidae"	"Sturnira aratathomasi"	-75.480528	4.45175
5094	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.480528	4.45175
5095	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5096	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5097	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.480528	4.45175
5098	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.495361	4.469028
5099	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5100	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5101	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.480528	4.45175
5102	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5103	"Carnivora"	"Mustelidae"	"Mustela frenata"	-75.495361	4.469028
5104	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5105	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.480528	4.45175
5106	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.480528	4.45175
5107	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5108	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.480528	4.45175
5109	"Carnivora"	"Mustelidae"	"Mustela frenata"	-75.495361	4.469028
5110	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5111	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5112	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.480528	4.45175
5113	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5114	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5115	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5116	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5117	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5118	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5119	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5120	"Chiroptera"	"Phyllostomidae"	"Sturnira"	-75.501278	4.461
5121	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5122	"Rodentia"	"Cricetidae"	"Microryzomys"	-75.480528	4.45175
5123	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5124	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.480528	4.45175
5125	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5126	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5127	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5128	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5129	"Rodentia"	"Cricetidae"	"Thomasomys"	-75.495361	4.469028
5130	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5131	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5132	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5133	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5134	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
5135	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.480528	4.45175
5136	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5137	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5138	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5139	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5140	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5141	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5142	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5143	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5144	"Carnivora"	"Felidae"	"Leopardus tigrinus"	-75.495361	4.469028
5145	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5146	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5147	"Pilosa"	"Megalonychidae"	"Choloepus hoffmanni"	-75.495361	4.469028
5148	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5149	"Chiroptera"	"Phyllostomidae"	"Anoura"	-75.495361	4.469028
5150	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5151	"Carnivora"	"Mustelidae"	"Mustela frenata"	-75.501278	4.461
5152	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5153	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.495361	4.469028
5154	"Rodentia"	"Cricetidae"	"Neusticomys monticolus"	-75.480528	4.45175
5155	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5156	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.495361	4.469028
5157	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.501278	4.461
5158	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5159	"Chiroptera"	"Phyllostomidae"	"Anoura geoffroyi"	-75.501278	4.461
5160	"Chiroptera"	"Phyllostomidae"	"Anoura geoffroyi"	-75.501278	4.461
5161	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5162	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.480528	4.45175
5163	"Rodentia"	"Muridae"	"Mus musculus"	-75.501278	4.461
5164	"Chiroptera"	"Phyllostomidae"	"Sturnira bidens"	-75.501278	4.461
5165	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
5166	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5167	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5168	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5169	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
5170	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.480528	4.45175
5171	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5172	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5173	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5174	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
5175	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5176	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5177	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5178	"Chiroptera"	"Phyllostomidae"	"Desmodus rotundus"	-75.480528	4.45175
5179	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.480528	4.45175
5180	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5181	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5182	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.480528	4.45175
5183	"Rodentia"	"Cricetidae"	"Akodon"	-75.480528	4.45175
5184	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5185	"Chiroptera"	"Phyllostomidae"	"Platyrrhinus"	-75.501278	4.461
5186	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5187	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
5188	"Chiroptera"	"Vespertilionidae"	"Myotis"	-75.495361	4.469028
5189	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5190	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5191	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
5192	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
5193	"Rodentia"	"Sciuridae"	"Sciurus"	-75.480528	4.45175
5194	"Rodentia"	"Dasyproctidae"	"Dasyprocta punctata"	-75.480528	4.45175
5195	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5196	"Carnivora"	"Procyonidae"	"Nasua nasua"	-75.495361	4.469028
5197	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.495361	4.469028
5198	"Carnivora"	"Procyonidae"	"Nasuella olivacea"	-75.480528	4.45175
5199	"Cingulata"	"Dasypodidae"	"Dasypus novemcinctus"	-75.480528	4.45175
5200	"Artiodactyla"	"Cervidae"	"Mazama rufina"	-75.501278	4.461
5201	"Rodentia"	"Cuniculidae"	"Cuniculus taczanowskii"	-75.495361	4.469028
5202	"Didelphimorphia"	"Didelphidae"	"Didelphis pernigra"	-75.480528	4.45175
